STT,MaSo,Thuoc,dvt,dongia,tondauky_sl,tondauky_thanhtien,nhaptrongky_sl,nhaptrongky_thanhtien,xuattrongky_sl,xuattrongky_thanhtien,toncuoiky_sl,toncuoiky_thanhtien,thang,nam,hoatchat_dvt
113,MUTA01,"Mutastyl 200mg [N-acetylcystein](Lô:01518),Date 211221)'HSX:Công ty cổ phần dược phẩm Trung ương 2' 'NSX:Việt Nam",Gói,425,1486,631550,0,0,357,151725,1129,479825,2,2019,
114,TRA002,"Tramadol-hameln 50mg/ml [Tramadol](Lô:803055),Date 010121)'HSX:Hameln Pharmaceuticals GmbH' 'NSX:Germany",ống,13965.32,163,2276346.4,0,0,17,237410.36,146,2038936.04,2,2019,
115,PEN0011,"Perfalgan 10mg/ml [Paracetamol (acetaminophen)](Lô:AAY1950),Date 300620)'HSX:Bristol Myers Squibb S.r.l' 'NSX:Italy",lọ,47729.94,240,11455185,0,0,136,6491271.5,104,4963913.5,2,2019,
116,PEN0011,"Perfalgan 10mg/ml [Paracetamol (acetaminophen)](Lô:AAY1951),Date 300620)'HSX:Bristol Myers Squibb S.r.l' 'NSX:Italy",lọ,47729.94,276,13173463,0,0,0,0,276,13173463,2,2019,
117,PEN0011,"Perfalgan 10mg/ml [Paracetamol (acetaminophen)](Lô:AAY1765),Date 300620)'HSX:Bristol Myers Squibb S.r.l' 'NSX:Italy",lọ,47729.94,103,4916183.99,0,0,103,4916183.99,0,0,2,2019,
118,TYG0012,"Ultracet 37,5mg + 325mg [Paracetamol (acetaminophen) + Tramadol](Lô:21527A),Date 041021)'HSX:Janssen Korea Ltd.' 'NSX:Korea",viên,7998.97,0,0,3000,23996910,0,0,3000,23996910,2,2019,
119,TYG0012,"Ultracet 37,5mg + 325mg [Paracetamol (acetaminophen) + Tramadol](Lô:21084B),Date 080321)'HSX:Janssen Korea Ltd.' 'NSX:Korea",viên,7998.97,3000,23996910,0,0,9,71990.73,2991,23924919.27,2,2019,
120,ACEF01,"Acefalgan 500mg [Paracetamol (acetaminophen)](Lô:3758010),Date 010321)'HSX:Công ty cổ phần Dược phẩm Euvipharm' 'NSX:Việt Nam",Viên sủi,544,3542,1926848,0,0,962,523328,2580,1403520,2,2019,
121,PARA01,"Paracetamol 500mg [Paracetamol (acetaminophen)](Lô:06040918),Date 010921)'HSX:Công ty cổ phần dược phẩm Cửu Long' 'NSX:Việt Nam",Viên,97,1722,167034,0,0,205,19885,1517,147149,2,2019,
122,SACE01,"Sacendol 150mg [Paracetamol (acetaminophen)](Lô:0841018),Date 301021)'HSX:Công ty cổ phần dược Vacopharm' 'NSX:Việt Nam",Gói,341,435,148334.13,0,0,5,1704.99,430,146629.14,2,2019,
123,SACE02,"Sacendol E 80mg [Paracetamol (acetaminophen)](Lô:0381118),Date 201121)'HSX:Công ty cổ phần dược Vacopharm' 'NSX:Việt Nam",Gói,312,500,155999,0,0,0,0,500,155999,2,2019,
124,TRAM01,"Tramadol Rotexmedica 100mg/2ml [Tramadol](Lô:80611),Date 220321)'HSX:Rotexmedica GmbH Arzneimittel werk' 'NSX:Đức",Ống,13799.99,600,8279996,0,0,9,124199.94,591,8155796.06,2,2019,
125,LEDR01,"Ledrobon 4mg/100ml [Zoledronic acid](Lô:18B0001),Date 010621)'HSX:Industria Farmaceutica Galenica Senese S.r.L' 'NSX:Italy",Túi,3950000,30,118500000,20,79000000,3,11850000,47,185650000,2,2019,
126,PART01,"Partamol-Codein 500mg + 30mg [Paracetamol + codein phosphat](Lô:011118),Date 151121)'HSX:Chi nhánh Công ty TNHH LD Stada-Việt Nam' 'NSX:Việt Nam",Viên,1140,908,1035116.37,0,0,804,916556.78,104,118559.58,2,2019,
127,ZOM0013,"Zometa 4mg/100ml [Zoledronic acid](Lô:SFU72),Date 010520)'HSX:Novartis Pharma Stein AG' 'NSX:Switzerland",chai,6465881.99,104,672451726.96,0,0,55,355623509.45,49,316828217.51,2,2019,
128,ZOM0013,"Zometa 4mg/100ml [Zoledronic acid](Lô:SFU72),Date 010520)'HSX:Novartis Pharma Stein AG' 'NSX:Switzerland",chai,6465882,0,0,70,452611740,0,0,70,452611740,2,2019,
129,OCTR01,"Octreodtide_DBL 0,1mg/1ml [Octreotid](Lô:8B076),Date 010220)'HSX:Omega Laboratories Ltd.' 'NSX:Canada",Lọ,128800,5,644000,0,0,0,0,5,644000,2,2019,
130,CALC02,"Calci clorid 500mg/5ml [Calci clorid](Lô:021018),Date 271021)'HSX:Công ty cổ phần dược phẩm Minh Dân' 'NSX:Việt Nam",Ống,1450,195,282750,0,0,96,139200,99,143550,2,2019,
131,DIC001,"Glucose (Bidiphar)100ml 5% [Glucose](Lô:),Date 031119)'HSX:Công ty cổ phần dược phẩm Bidiphar' 'NSX:Việt Nam",chai,7350,119,874650.25,0,0,63,463050.13,56,411600.12,2,2019,
132,DIC004,"Natri clorid + Glucose 0,18% + 4,3%  500ml [Natri clorid + dextrose/glucose](Lô:174517741),Date 051120)'HSX:Công ty TNHH B. Braun Việt Nam' 'NSX:Việt Nam",chai,13650,15,204750,0,0,1,13650,14,191100,2,2019,
133,DIC005,"Natri clorid 0,45% 500ml 0,45% [Natri clorid](Lô:173047741),Date 260720)'HSX:Công ty TNHH B. Braun Việt Nam' 'NSX:Việt Nam",chai,11466,30,343980,0,0,0,0,30,343980,2,2019,
134,MAN0099,"Mannitol 20g/100ml, 20% [Manitol](Lô:),Date 141120)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",chai,17745,42,745290,0,0,1,17745,41,727545,2,2019,
135,NAT012,"Natri Chloride (Sodium Chloride) 10% 100ml [Natri clorid](Lô:18005AN),Date 110621)'HSX:Mekophar' 'NSX:Việt Nam",chai,13610,19,258590,0,0,8,108880,11,149710,2,2019,
136,GLUC01,"Glucose 250ml 0.05 [Glucose](Lô:86MLN012),Date 141121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai Nhựa Ppkb,8358,0,0,130,1086540,0,0,130,1086540,2,2019,
137,GLUC01,"Glucose 250ml 0.05 [Glucose](Lô:86MGN009),Date 190721)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai Nhựa Ppkb,8358,150,1253700,20,167160,8,66864,162,1353996,2,2019,
138,GLUC01,"Glucose 250ml 0.05 [Glucose](Lô:86MFN008),Date 210621)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai Nhựa Ppkb,8358,164,1370712,0,0,163,1362354,1,8358,2,2019,
139,GLUC02,"Glucose 500ml (OPV) 0.05 [Glucose](Lô:2810017),Date 011023)'HSX:OPV' 'NSX:Việt Nam",Chai,8880,0,0,0,0,0,0,0,0,2,2019,
140,GLUC02,"Glucose 500ml (OPV) 0.05 [Glucose](Lô:2811020),Date 011123)'HSX:OPV' 'NSX:Việt Nam",Chai,8880,0,0,0,0,0,0,0,0,2,2019,
141,GLUC02,"Glucose 500ml (OPV) 0.05 [Glucose](Lô:2811020),Date 011123)'HSX:OPV' 'NSX:Việt Nam",Chai,8880,3057,27146160,0,0,2629.8,23352624,427.2,3793536,2,2019,
142,GLUC02,"Glucose 500ml (OPV) 0.05 [Glucose](Lô:2812013),Date 011223)'HSX:OPV' 'NSX:Việt Nam",Chai,8880,0,0,800,7104000,0,0,800,7104000,2,2019,
143,KALI01,"Kali Clorid Kabi 10ml 10% [Kali clorid](Lô:86MMA024),Date 051221)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,1880,400,752000,600,1128000,0,0,1000,1880000,2,2019,
144,KALI01,"Kali Clorid Kabi 10ml 10% [Kali clorid](Lô:86MLA022),Date 071121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,1880,2035,3825800,0,0,1142,2146960,893,1678840,2,2019,
145,MAGN02,"Magnesi sulfat Kabi 15% 1,5g/10ml [Magnesi sulfat](Lô:86MKA028),Date 021021)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,2520,193,486360,0,0,193,486360,0,0,2,2019,
146,MAGN02,"Magnesi sulfat Kabi 15% 1,5g/10ml [Magnesi sulfat](Lô:86MLA031),Date 061121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,2520,600,1512000,0,0,132,332640,468,1179360,2,2019,
147,MAGN02,"Magnesi sulfat Kabi 15% 1,5g/10ml [Magnesi sulfat](Lô:86MMA034),Date 071221)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,2520,0,0,600,1512000,0,0,600,1512000,2,2019,
148,SODI02,"Sodium Bicarbonate Renaudin 8,4% 0,84g/10ml [Natri hydrocarbonat (natri bicarbonat)](Lô:205116),Date 010822)'HSX:Laboratoires Renaudin' 'NSX:Pháp",Ống,22000,76,1672000,0,0,1,22000,75,1650000,2,2019,
149,MOR0011,"Morihepamin 7,58%, 200ml [Acid amin*](Lô:),Date 150221)'HSX:AY Pharmaceuticals Co., LTD.' 'NSX:JAPAN",túi,116631.9,52,6064858.8,0,0,2,233263.8,50,5831595,2,2019,
150,AMI0032,"Aminoplasmal B.Braun 5%E, 250ml [Acid amin*](Lô:180728062),Date 120220)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,67725,50,3386250,0,0,0,0,50,3386250,2,2019,
151,AMI0032,"Aminoplasmal B.Braun 5%E, 250ml [Acid amin*](Lô:180328061),Date 150120)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,67725,20,1354500,0,0,7,474075,13,880425,2,2019,
152,AMI0033,"Aminoplasmal B.Braun 5% E, 500ml [Acid amin*](Lô:182338062),Date 050620)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,115000,50,5750000,0,0,0,0,50,5750000,2,2019,
153,AMI0033,"Aminoplasmal B.Braun 5% E, 500ml [Acid amin*](Lô:181948062),Date 090520)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,114999.99,40,4599999.6,0,0,0,0,40,4599999.6,2,2019,
154,AMI0033,"Aminoplasmal B.Braun 5% E, 500ml [Acid amin*](Lô:181948062),Date 090520)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,115000,40,4600000,0,0,10,1150000,30,3450000,2,2019,
155,AMI0033,"Aminoplasmal B.Braun 5% E, 500ml [Acid amin*](Lô:181548061),Date 110420)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,115000,2,230000,0,0,2,230000,0,0,2,2019,
156,AMI0034,"Aminoplasmal B.Braun 10% E, 250ml [Acid amin*](Lô:182138061),Date 220521)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,94600,80,7568000,50,4730000,62,5865200,68,6432800,2,2019,
157,NEOA01,"Neoamiyu 200ml 6,1% [Acid amin* ](Lô:7M006B),Date 151120)'HSX:Ay Pharmaceuticals Co., Ltd' 'NSX:Nhật",Túi,116257.1,6,697542.6,0,0,0,0,6,697542.6,2,2019,
158,NEOA01,"Neoamiyu 200ml 6,1% [Acid amin* ](Lô:8C008B),Date 190321)'HSX:Ay Pharmaceuticals Co., Ltd' 'NSX:Nhật",Túi,116257.05,0,0,20,2325141,0,0,20,2325141,2,2019,
159,OLI001,"OliClinomel N4-550 E 5,5% + 20% + 10% [Acid amin + glucose + lipid (*)](Lô:),Date 310519)'HSX:Baxter S.A' 'NSX:Bỉ",túi,696498.61,2,1392997.22,0,0,2,1392997.22,0,0,2,2019,
160,OLIC01,"OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*) ](Lô:18D03N22),Date 310320)'HSX:Baxter S.A' 'NSX:Bỉ",Túi,859999.37,39,33539975.3,90,77399943,80,68799949.33,49,42139968.97,2,2019,
161,OLIC02,"Oliclinomel N4-550E 5,5% + 20% + 10% [Acid amin + glucose + lipid (*)    ](Lô:17L06N42),Date 301119)'HSX:Baxter S.A' 'NSX:Bỉ",Túi,696498.6,30,20894958,0,0,1,696498.6,29,20198459.4,2,2019,
162,LIP0031,"Lipofundin MCT/LCT 10%, 500ml [Nhũ dịch lipid](Lô:173538082),Date 010819)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,163800,12,1965600,0,0,0,0,12,1965600,2,2019,
163,LIP0032,"Lipofundin MCT/LCT 10%, 250ml [Nhũ dịch lipid](Lô:18232801),Date 010620)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,142800,1,142800,0,0,0,0,1,142800,2,2019,
164,LIP0032,"Lipofundin MCT/LCT 10%, 250ml [Nhũ dịch lipid](Lô:183238082),Date 010820)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,142800,30,4284000,0,0,0,0,30,4284000,2,2019,
165,LIP0033,"Lipofundin MCT/LCT 10%, 500ml [Nhũ dịch lipid](Lô:174148082),Date 011019)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,191000,30,5730000,0,0,0,0,30,5730000,2,2019,
166,CLIN01,"Clinoleic 100ml 80% + 20% [Nhũ dịch lipid](Lô:18I05N31),Date 290220)'HSX:Baxter S.A' 'NSX:Bỉ",Túi ,169999.22,18,3059986,0,0,2,339998.44,16,2719987.56,2,2019,
167,CLIN02,"Clinoleic 250ml 80% + 20% [Nhũ dịch lipid](Lô:18J10N30),Date 310320)'HSX:Baxter S.A' 'NSX:Bỉ",Túi,319999.05,40,12799962,0,0,0,0,40,12799962,2,2019,
168,CLIN02,"Clinoleic 250ml 80% + 20% [Nhũ dịch lipid](Lô:18C22N32),Date 310819)'HSX:Baxter S.A' 'NSX:Bỉ",Túi,319999.04,15,4799985.63,0,0,15,4799985.63,0,0,2,2019,
169,CLIN02,"Clinoleic 250ml 80% + 20% [Nhũ dịch lipid](Lô:18H01N32),Date 311219)'HSX:Baxter S.A' 'NSX:Bỉ",Túi,319999.04,24,7679977,0,0,1,319999.04,23,7359977.96,2,2019,
170,NUO002,"Nước vô khuẩn để tiêm  [Nước cất pha tiêm](Lô:30318),Date 300321)'HSX:Công ty cổ phần Dược phẩm CPC1 Hà Nội' 'NSX:Việt Nam",ống,546,41,22386,0,0,41,22386,0,0,2,2019,
171,CERN01,"Cernevit  [Vit A+D3+E +C+B1+B2+ B3+B5+B6+ B7+B9+B12](Lô:LE18C064),Date 010919)'HSX:Pierre Fabre Medicament production' 'NSX:Pháp",Lọ,131998.96,50,6599948,0,0,0,0,50,6599948,2,2019,
172,CERN01,"Cernevit  [Vit A+D3+E +C+B1+B2+ B3+B5+B6+ B7+B9+B12](Lô:LE18C064),Date 010919)'HSX:Pierre Fabre Medicament production' 'NSX:Pháp",Lọ,131998.97,74,9767923.78,0,0,74,9767923.78,0,0,2,2019,
173,CERN01,"Cernevit  [Vit A+D3+E +C+B1+B2+ B3+B5+B6+ B7+B9+B12](Lô:LE18C088),Date 011119)'HSX:Pierre Fabre Medicament production' 'NSX:Pháp",Lọ,131998.97,100,13199897,0,0,0,0,100,13199897,2,2019,
174,NEUT01,"Neutrifore 250mg + 250mg + 1mg [Vitamin B1 + B6 + B12](Lô:18015),Date 080820)'HSX:Công ty cổ phần Dược - Trang thiết bị y tế Bình Định (Bidiphar)' 'NSX:Việt Nam",Viên,987,7315,7219905,0,0,7315,7219905,0,0,2,2019,vitamin_b1_b6_b12_vien
175,NEUT01,"Neutrifore 250mg + 250mg + 1mg [Vitamin B1 + B6 + B12](Lô:080820),Date 180152)'HSX:Công ty cổ phần Dược - Trang thiết bị y tế Bình Định (Bidiphar)' 'NSX:Việt Nam",Viên,987,0,0,2000,1974000,2000,1974000,0,0,2,2019,vitamin_b1_b6_b12_vien
176,TRAC01,"Tracutil  [Sắt clorid + kẽm clorid+ mangan clorid+ đồng clorid + crôm clorid+ natri molypdat dihydrat+ natri selenid pentahydrat+ natri fluorid + kali iodid](Lô:18155035),Date 010423)'HSX:B.Braun Melsungen AG' 'NSX:Đức",Ống,32235,0,0,100,3223500,0,0,100,3223500,2,2019,
177,TRAC01,"Tracutil  [Sắt clorid + kẽm clorid+ mangan clorid+ đồng clorid + crôm clorid+ natri molypdat dihydrat+ natri selenid pentahydrat+ natri fluorid + kali iodid](Lô:17482035),Date 011122)'HSX:B.Braun Melsungen AG' 'NSX:Đức",Ống,32235,117,3771495,0,0,17,547995,100,3223500,2,2019,
178,TRAC01,"Tracutil  [Sắt clorid + kẽm clorid+ mangan clorid+ đồng clorid + crôm clorid+ natri molypdat dihydrat+ natri selenid pentahydrat+ natri fluorid + kali iodid](Lô:17482035),Date 011222)'HSX:B.Braun Melsungen AG' 'NSX:Đức",Ống,32235,100,3223500,0,0,0,0,100,3223500,2,2019,
179,TRAC01,"Tracutil  [Sắt clorid + kẽm clorid+ mangan clorid+ đồng clorid + crôm clorid+ natri molypdat dihydrat+ natri selenid pentahydrat+ natri fluorid + kali iodid](Lô:),Date 090422)'HSX:B.Braun Melsungen AG' 'NSX:Đức",Ống,32231.87,50,1611593.28,0,0,31,999187.83,19,612405.45,2,2019,
180,VITA02,"Vitamin PP 500mg [Vitamin PP ](Lô:0818),Date 250720)'HSX:Công ty cổ phần Dược  S. Pharm' 'NSX:Việt Nam",Viên,174.99,1203,210516.58,0,0,489,85571.58,714,124945,2,2019,
181,VITA02,"Vitamin PP 500mg [Vitamin PP ](Lô:1118),Date 261221)'HSX:Công ty cổ phần Dược  S. Pharm' 'NSX:Việt Nam",Viên,174.99,2000,349986,0,0,0,0,2000,349986,2,2019,
182,VITA02,"Vitamin PP 500mg [Vitamin PP ](Lô:0918),Date 300720)'HSX:Công ty cổ phần Dược  S. Pharm' 'NSX:Việt Nam",Viên,174.99,2000,349986,0,0,0,0,2000,349986,2,2019,
183,MAGN01,"Magnesi B6 5mg + 470mg [Vitamin B6 + magnesi (lactat) ](Lô:7318),Date 221221)'HSX:S. Pharm' 'NSX:Việt Nam",Viên,115.99,4271,495408.67,0,0,4016,465830.3,255,29578.37,2,2019,
184,MAGN01,"Magnesi B6 5mg + 470mg [Vitamin B6 + magnesi (lactat) ](Lô:7618),Date 281221)'HSX:S. Pharm' 'NSX:Việt Nam",Viên,115.99,1500,173990.5,0,0,0,0,1500,173990.5,2,2019,
185,VITA03,"Vitamin C 500mg [Vitamin C](Lô:1618),Date 200720)'HSX:Công ty cổ phần Dược  S. Pharm' 'NSX:Việt Nam",Viên,195,2609,508743.26,0,0,2593,505623.33,16,3119.93,2,2019,
186,VITA03,"Vitamin C 500mg [Vitamin C](Lô:1818),Date 311220)'HSX:Công ty cổ phần Dược  S. Pharm' 'NSX:Việt Nam",Viên,195,5000,974977.5,0,0,0,0,5000,974977.5,2,2019,
187,DIM002,"Dimedrol 10mg/ml [Diphenhydramin](Lô:10318),Date 060321)'HSX:Công ty cổ phần dược phẩm Vĩnh Phúc' 'NSX:Việt Nam",ống,630,42,26460,0,0,0,0,42,26460,2,2019,
188,ADRE01,"Adrenalin 1mg [Epinephrin (adrenalin)](Lô:090418),Date 011020)'HSX:Công ty cổ phần dược phẩm Vĩnh Phúc' 'NSX:Việt Nam",Ống,2599.8,5,12999,0,0,5,12999,0,0,2,2019,
189,SAVI01,"SaViCertiryl 10mg [Cetirizin](Lô:1811546),Date 051121)'HSX:Công ty cổ phần dược phẩm SaVi' 'NSX:Việt Nam",Viên,285,1624,462840,0,0,290,82650,1334,380190,2,2019,
190,ADRE02,"Adrenalin 1mg/1ml [Epinephrin (adrenalin)](Lô:211218),Date 100621)'HSX:Công ty cổ phần dược phẩm Vĩnh Phúc' 'NSX:Việt Nam",Ống,2050,300,615000,0,0,0,0,300,615000,2,2019,
191,ADRE02,"Adrenalin 1mg/1ml [Epinephrin (adrenalin)](Lô:181018),Date 110421)'HSX:Công ty cổ phần dược phẩm Vĩnh Phúc' 'NSX:Việt Nam",Ống,2050,466,955300,0,0,41,84050,425,871250,2,2019,
192,ADR001,"Adrenaline-BFS 1mg/1ml [Epinephrin (adrenalin)](Lô:10318),Date 120320)'HSX:Công ty cổ phần Dược phẩm CPC1 Hà Nội' 'NSX:Việt Nam",ống,2050,3,6150,0,0,0,0,3,6150,2,2019,
193,LEV001,"Levonor 1mg/ml [Nor-epinephrin (Nor- adrenalin)](Lô:),Date 171119)'HSX:Warsaw Pharmaceutical Works Polfa S.A' 'NSX:Ba Lan",ống,31500,545,17167500,0,0,0,0,545,17167500,2,2019,
194,NORA01,"Noradrenaline Base Aguettant 4mg/ 4ml [Nor-epinephrin (Nor- adrenalin)](Lô:4303468),Date 080520)'HSX:Laboratoire Aguettant' 'NSX:Pháp",Ống,47250,100,4725000,0,0,0,0,100,4725000,2,2019,
195,NORA01,"Noradrenaline Base Aguettant 4mg/ 4ml [Nor-epinephrin (Nor- adrenalin)](Lô:4303336),Date 120420)'HSX:Laboratoire Aguettant' 'NSX:Pháp",Ống,47250,533,25184250,0,0,64,3024000,469,22160250,2,2019,
196,DESF01,"Desfonak 500mg [Deferoxamin](Lô:02CL037-1),Date 011220)'HSX:Ronak Biopharmaceutical Co' 'NSX:Iran",Lọ,127000,7618,967486000,0,0,2598,329946000,5020,637540000,2,2019,
197,SODI01,"Sodium Bicarbonate 4.2% w/v 10,5g/250ml [Natri hydrocarbonat (natri bicarbonat)](Lô:181268061),Date 010320)'HSX:B.Braun Melsungen AG' 'NSX:Đức",Chai,94500,10,945000,0,0,2,189000,8,756000,2,2019,
198,SODI01,"Sodium Bicarbonate 4.2% w/v 10,5g/250ml [Natri hydrocarbonat (natri bicarbonat)](Lô:183738082),Date 010920)'HSX:B.Braun Melsungen AG' 'NSX:Đức",Chai,94500,30,2835000,0,0,0,0,30,2835000,2,2019,
199,NEU0022,"Neurontin 300mg [Gabapentin](Lô:W62196),Date 010820)'HSX:Pfizer Pharmaceuticals LLC' 'NSX:USA",viên,11316,2104,23808864,0,0,534,6042744,1570,17766120,2,2019,
200,PHEN01,"Phentinil 100mg [Phenytoin](Lô:010618),Date 190621)'HSX:Công ty cổ phần Pymepharco' 'NSX:Việt Nam",Viên,315,244,76860,0,0,81,25515,163,51345,2,2019,
201,ZED0013,"Zentel 200mg [Albendazol](Lô:100718),Date 010721)'HSX:OPV' 'NSX:Việt Nam",viên,5600,200,1119999,0,0,0,0,200,1119999,2,2019,
202,ZED0013,"Zentel 200mg [Albendazol](Lô:090718),Date 010721)'HSX:OPV' 'NSX:Việt Nam",viên,5600,278,1556799.07,0,0,69,386399.77,209,1170399.3,2,2019,
203,COL002,"Colistimetato de Sodio G.E.S 1MUI [Colistin*](Lô:J-302),Date 010920)'HSX:Genfarma Laboratorio, S.L.' 'NSX:Tây Ban Nha",lọ,378000,2,756000,0,0,0,0,2,756000,2,2019,
204,LIN001,"Linod 600mg/ 300ml [Linezolid*](Lô:A18F036N),Date 240120)'HSX:Ahlcon Parenterals(I) Ltd.' 'NSX:India",chai,195600,43,8410800,0,0,3,586800,40,7824000,2,2019,
205,TAR0012,"Targosid 400mg [Teicoplanin*](Lô:A8520),Date 010121)'HSX:Sanofi S.P.A' 'NSX:Italy",lọ,429999.15,270,116099771,0,0,0,0,270,116099771,2,2019,
206,TAR0012,"Targosid 400mg [Teicoplanin*](Lô:A8520),Date 010121)'HSX:Sanofi S.P.A' 'NSX:Italy",lọ,429999.16,27,11609977.32,0,0,5,2149995.8,22,9459981.52,2,2019,
207,VALB01,"Valbivi 0.5g [Vancomycin*](Lô:518001),Date 130421)'HSX:Công ty cổ phần dược phẩm trung ương 1 - Pharbaco.' 'NSX:Việt Nam",Lọ,23500,46,1080999.91,0,0,46,1080999.91,0,0,2,2019,
208,VANC02,"Vancomycin Hydrochloride for Infusion 1g [Vancomycin*](Lô:2987304),Date 300421)'HSX:Xellia Pharmaceuticals APS' 'NSX:Đan Mạch",Lọ,94800,250,23700000,0,0,250,23700000,0,0,2,2019,
209,VANC02,"Vancomycin Hydrochloride for Infusion 1g [Vancomycin*](Lô:2983231),Date 310521)'HSX:Xellia Pharmaceuticals APS' 'NSX:Đan Mạch",Lọ,94800,640,60672000,0,0,190,18012000,450,42660000,2,2019,
210,LINZ01,"Linzolid 600 IV Infusion 600mg/300ml [Linezolid*](Lô:010220),Date 010220)'HSX:Incepta Pharmaceuticals Ltd.,' 'NSX:Bangladesh",Chai,420000,40,16800000,0,0,0,0,40,16800000,2,2019,
211,COLI02,"Colirex 1.000.000 IU [Colistin*](Lô:18005),Date 210621)'HSX:Công ty cổ phần Dược - TTBYT Bình Định (Bidiphar)' 'NSX:Việt Nam",Lọ,359100,33,11850300,0,0,33,11850300,0,0,2,2019,
212,COLI02,"Colirex 1.000.000 IU [Colistin*](Lô:18006),Date 240921)'HSX:Công ty cổ phần Dược - TTBYT Bình Định (Bidiphar)' 'NSX:Việt Nam",Lọ,359100,504,180986400,0,0,77,27650700,427,153335700,2,2019,
213,CAN001,"Cancidas Inf* 50mg [Caspofungin*](Lô:R020611),Date 010620)'HSX:Laboratoires Merck Sharp & Dohme Chibret' 'NSX:Pháp",lọ,6531000,55,359205000,0,0,0,0,55,359205000,2,2019,
214,FLU001,"Fluconazole 200mg [Fluconazol](Lô:1616555),Date 010419)'HSX:Solupharm Pharmazeutische Erzeugnisse GmbH' 'NSX:Germany",lọ,280000,10,2800000,0,0,4,1120000,6,1680000,2,2019,
215,ITR001,"Itranstad 100mg [Itraconazol](Lô:030418),Date 230421)'HSX:Công ty TNHH LD Stada Việt Nam' 'NSX:Việt Nam",viên,7980,2,15960,0,0,2,15960,0,0,2,2019,
216,AMPH02,"Amphotret 50mg [Amphotericin B*](Lô:A03018025),Date 151120)'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,168000,86,14448000,0,0,85,14280000,1,168000,2,2019,
217,AMPH03,"Amphotret (lô 2) 50mg [Amphotericin B*](Lô:A03018026),Date 151120)'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,168000,384,64512000,0,0,80,13440000,304,51072000,2,2019,
218,AMPH04,"Ampholip 50mg 5mg/ml [Amphotericin B*](Lô:A01618013),Date 010420)'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,1800000,66,118800000,0,0,66,118800000,0,0,2,2019,
219,AMPH04,"Ampholip 50mg 5mg/ml [Amphotericin B*](Lô:A01618015),Date 010520)'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,1800000,41,73800000,0,0,41,73800000,0,0,2,2019,
220,AMPH04,"Ampholip 50mg 5mg/ml [Amphotericin B*](Lô:A01618015),Date 010720)'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,1800000,100,180000000,186,334800000,81,145800000,205,369000000,2,2019,
221,AMPH04,"Ampholip 50mg 5mg/ml [Amphotericin B*](Lô:A01618017),Date 010820)'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,1800000,0,0,14,25200000,0,0,14,25200000,2,2019,
222,AMPH04,"Ampholip 50mg 5mg/ml [Amphotericin B*](Lô:A01618021),Date 011020)'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,1800000,0,0,100,180000000,0,0,100,180000000,2,2019,
223,AMPH04,"Ampholip 50mg 5mg/ml [Amphotericin B*](Lô:),Date 300119)'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,1799999.25,4,7199996.99,0,0,4,7199996.99,0,0,2,2019,
224,NYST01,"Nystatin (Thuốc rơ miệng NYST) 25.000IU [Nystatin ](Lô:18024),Date 011021)'HSX:Chi nhánh công ty cổ phần dược phẩm OPC tại Bình Dương - Nhà máy dược phẩm OPC' 'NSX:Việt Nam",Gói,1260,1115,1404900,0,0,738,929880,377,475020,2,2019,
