"","ma","thuoc","ThuongMai","dvt","hoatchat","nhomBD","nhomdieutri","tondauky_sl","tondauky_thanhtien","nhaptrongky_sl","nhaptrongky_thanhtien","xuattrongky_sl","xuattrongky_thanhtien","toncuoiky_sl","toncuoiky_thanhtien","thang","nam"
"138","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,139,931300,0,0,6,40200,133,891100,4,2016
"139","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,133,891100,0,0,4,26800,129,864300,5,2016
"140","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,129,864300,0,0,5,33500,124,830800,6,2016
"141","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,124,830800,0,0,5,33500,119,797300,7,2016
"142","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,119,797300,0,0,4,26800,115,770500,8,2016
"143","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,115,770500,0,0,10,67000,105,703500,9,2016
"144","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,105,703500,0,0,10,67000,95,636500,10,2016
"145","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,95,636500,0,0,5,33500,90,603000,11,2016
"146","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,90,603000,0,0,2,13400,88,589600,12,2016
"147","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,88,589600,0,0,4,26800,84,562800,1,2017
"148","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,84,562800,0,0,3,20100,81,542700,2,2017
"149","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,81,542700,0,0,21,140700,60,402000,3,2017
"150","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,60,402000,0,0,0,0,60,402000,4,2017
"151","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,60,402000,0,0,0,0,60,402000,5,2017
"152","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam) 16001kn, 17/01/2018","aciclovir_5%","tube","acyclovir_5%",2,15,60,402000,0,0,10,67000,50,335000,6,2017
"153","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam) 16001kn, 17/01/2018","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,0,0,50,335000,7,2017
"154","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam) 16001kn, 17/01/2018","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,0,0,50,335000,8,2017
"155","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam) 16001kn, 17/01/2018","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,0,0,50,335000,9,2017
"156","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam) 16001kn, 17/01/2018","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,0,0,50,335000,10,2017
"157","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam) 16001kn, 17/01/2018","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,0,0,50,335000,11,2017
"158","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam) 16001kn, 17/01/2018","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,0,0,50,335000,12,2017
"159","AcMT2","aciclovir mkp 5%
 , 5%,5g,tube (mekophar,việt nam) 16001kn, 17/2/2018","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,50,335000,0,0,1,2018
"160",NA,"aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,0,0,50,335000,0,0,50,335000,9,2014
"161",NA,"aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,0,0,50,335000,10,2014
"162",NA,"aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,0,0,50,335000,11,2014
"163",NA,"aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,0,0,50,335000,12,2014
"164","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,0,0,50,335000,1,2015
"165","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,0,0,0,0,50,335000,2,2015
"166","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,50,335000,50,335000,0,0,100,670000,3,2015
"167","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,100,670000,0,0,7,46900,93,623100,4,2015
"168","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,93,623100,100,670000,22,147400,171,1145700,5,2015
"169","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,171,1145700,0,0,3,20100,168,1125600,6,2015
"170","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,168,1125600,0,0,3,20100,165,1105500,7,2015
"171","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,165,1105500,0,0,4,26800,161,1078700,8,2015
"172","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,161,1078700,0,0,6,40200,155,1038500,9,2015
"173","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,155,1038500,0,0,4,26800,151,1011700,10,2015
"174","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,151,1011700,0,0,0,0,151,1011700,11,2015
"175","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,151,1011700,0,0,0,0,151,1011700,12,2015
"176","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,151,1011700,0,0,4,26800,147,984900,1,2016
"177","AcMT2","aciclovir mkp 5%
 ,tube (mekophar,việt nam)","aciclovir_5%","tube","acyclovir_5%",2,15,147,984900,0,0,4,26800,143,958100,2,2016
"178","AciT7","aciclovir_, 200mg,viên (meyer - bpc,việt nam) 0120, 11/03/2021","Aciclovir_200","vien","acyclovir_200",2,15,0,0,10000,3390000,3253,1102767,6747,2287233,5,2018
"179","AciT7","aciclovir_, 200mg,viên (meyer - bpc,việt nam) 0120, 11/03/2021","Aciclovir_200","vien","acyclovir_200",2,15,6747,2287233,2000,678000,5500,1864500,3247,1100733,6,2018
"180","AciT5","aciclovir, 200mg,viên (liên doanh meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,18,7920,0,0,18,7920,0,0,3,2016
"181",NA,"aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,0,0,1600,704000,640,281600,960,422400,6,2014
"182",NA,"aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,960,422400,1000,440000,733,322520,1227,539880,7,2014
"183",NA,"aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,1227,539880,0,0,915,402600,312,137280,8,2014
"184",NA,"aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,312,137280,1000,440000,1014,446160,298,131120,9,2014
"185",NA,"aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,298,131120,4000,1760000,1567,689480,2731,1201640,10,2014
"186",NA,"aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,2731,1201640,0,0,2014,886160,717,315480,11,2014
"187",NA,"aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,717,315480,2000,880000,1887,830280,830,365200,12,2014
"188","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,830,365200,4000,1760000,2192,964480,2638,1160720,1,2015
"189","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,2638,1160720,2500,1100000,1978,870320,3160,1390400,2,2015
"190","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,3160,1390400,2000,880000,2036,895840,3124,1374560,3,2015
"191","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,3124,1374560,3000,1320000,2448,1077120,3676,1617440,4,2015
"192","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,3676,1617440,0,0,2379,1046760,1297,570680,5,2015
"193","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_800",2,15,1297,570680,0,0,1279,562760,18,7920,6,2015
"194","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,18,7920,1000,440000,0,0,1018,447920,7,2015
"195","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,1018,447920,0,0,817,359480,201,88440,8,2015
"196","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,201,88440,0,0,183,80520,18,7920,9,2015
"197","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,18,7920,0,0,0,0,18,7920,10,2015
"198","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,18,7920,0,0,0,0,18,7920,11,2015
"199","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,18,7920,0,0,0,0,18,7920,12,2015
"200","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,18,7920,0,0,0,0,18,7920,1,2016
"201","AciT5","aciclovir, 200mg,viên (meyer - bpc,việt nam)","Aciclovir_200","vien","acyclovir_200",2,15,18,7920,0,0,0,0,18,7920,2,2016
"202",NA,"aciclovir, 250mg,lọ (,spain)","Aciclovir_250","lo","acyclovir_250",2,15,30,14600000,0,0,0,0,30,14600000,1,2014
"203",NA,"aciclovir, 250mg,lọ (,spain)","Aciclovir_250","lo","acyclovir_250",2,15,30,14600000,0,0,0,0,30,14600000,2,2014
"204",NA,"aciclovir, 250mg,lọ (,spain)","Aciclovir_250","lo","acyclovir_250",2,15,30,14600000,0,0,0,0,30,14600000,3,2014
"205",NA,"aciclovir, 250mg,lọ (,spain)","Aciclovir_250","lo","acyclovir_250",2,15,30,14600000,0,0,9,4500000,21,10100000,4,2014
"206",NA,"aciclovir, 250mg,lọ (,spain)","Aciclovir_250","lo","acyclovir_250",2,15,21,10100000,0,0,11,5300000,10,4800000,5,2014
"207",NA,"aciclovir, 250mg,lọ (,spain)","Aciclovir_250","lo","acyclovir_250",2,15,10,4800000,0,0,10,4800000,0,0,6,2014
"208","ACI003","Acid Folic 5mg [Folic acid (vitamin B9)](Lô:007171),Date 010619)'HSX:Công ty cổ phần dược phâm 3/2' 'NSX:Việt Nam","Acid Folic","vien","acidfolic_5",2,20,14762,2287969.8230255,67600,10477358.0000009,56621,8775717.25437046,25741,3989610.56865596,10,2018
"209","ACI003","Acid Folic 5mg [Folic acid (vitamin B9)](Lô:010171),Date 010619)'HSX:Công ty cổ phần dược phâm 3/2' 'NSX:Việt Nam","Acid Folic","vien","acidfolic_5",2,20,25741,3989610.56865596,0,0,25741,3989610.56865596,0,0,11,2018
"210","ACI003","Acid Folic 5mg [Folic acid (vitamin B9)](Lô:7171),Date 010619)'HSX:Công ty cổ phần dược phâm 3/2' 'NSX:Việt Nam","Acid Folic","vien","acidfolic_5",2,20,128483,19913640.1700023,47600,7377548.00000092,53224,8249209.83899244,122859,19041978.3310108,7,2018
"211","ACI003","Acid Folic 5mg [Folic acid (vitamin B9)](Lô:7171),Date 010619)'HSX:Công ty cổ phần dược phâm 3/2' 'NSX:Việt Nam","Acid Folic","vien","acidfolic_5",2,20,122859,19041978.3310108,0,0,57304,8881575.85277422,65555,10160402.4782366,8,2018
"212","ACI003","Acid Folic 5mg [Folic acid (vitamin B9)](Lô:7171),Date 010619)'HSX:Công ty cổ phần dược phâm 3/2' 'NSX:Việt Nam","Acid Folic","vien","acidfolic_5",2,20,65555,10160402.4782366,0,0,50793,7872432.65521107,14762,2287969.8230255,9,2018
"213",NA,"acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,0,0,47600,4468212,0,0,47600,4468212,6,2014
"214",NA,"acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,47600,4468212,0,0,0,0,47600,4468212,7,2014
"215",NA,"acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,47600,4468212,0,0,47586,4466897.82,14,1314.1799999997,8,2014
"216",NA,"acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,14,1314.18,74400,6983928,52479,4926203.73,21935,2059038.45,9,2014
"217",NA,"acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,21935,2059038.45,71400,6702318,60967,5722972.29,32368,3038384.16,10,2014
"218",NA,"acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,32368,3038384.16,71400,6702318,56144,5270237.28,47624,4470464.88,11,2014
"219",NA,"acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,47624,4470464.88,47600,4468212,57073,5357442.51,38151,3581234.37,12,2014
"220","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,38151,3581234.37,47600,4468212,39492,3707114.04,46259,4342332.33,1,2015
"221","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,46259,4342332.33,47600,4468212,32334,3035192.58,61525,5775351.75,2,2015
"222","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,61525,5775351.75,47600,4468212,42799,4017542.13,66326,6226021.62,3,2015
"223","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,66326,6226021.62,95200,8936424,40936,3842662.32,120590,11319783.3,4,2015
"224","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,120590,11319783.3,47600,4468212,40890,3838344.3,127300,11949651,5,2015
"225","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,127300,11949651,0,0,45059,4229688.33,82241,7719962.67,6,2015
"226","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,82241,7719962.67,0,0,51293,4814873.91,30948,2905088.76,7,2015
"227","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam)","Acid Folic","vien","acidfolic_5",2,20,30948,2905088.76,0,0,30948,2905088.76,0,0,8,2015
"228","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam) 004171, 01/05/2019","Acid Folic","vien","acidfolic_5",2,20,0,0,119000,18443870,7852,1217041.48,111148,17226828.52,1,2018
"229","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam) 004171, 01/05/2019","Acid Folic","vien","acidfolic_5",2,20,111148,17226828.52,0,0,36096,5594519.04,75052,11632309.48,2,2018
"230","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam) 004171, 01/05/2019","Acid Folic","vien","acidfolic_5",2,20,75052,11632309.48,0,0,47341,7337381.59,27711,4294927.89,3,2018
"231","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam) 006171, 01/06/2019","Acid Folic","vien","acidfolic_5",2,20,27711,4294927.89,119000,18443870,43984,6817140.16,102727,15921657.73,4,2018
"232","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam) 006171, 01/06/2019","Acid Folic","vien","acidfolic_5",2,20,102727,15921657.73,119000,18443870,49358,7649996.42,172369,26715531.31,5,2018
"233","AcFT2","acid folic, 5mg,viên (f.t.pharma,việt nam) 007171, 01/06/2019","Acid Folic","vien","acidfolic_5",2,20,172369,26715531.31,0,0,43886,6801891.14,128483,19913640.17,6,2018
"234",NA,"actapulgit, 3g,gói (beaufour ipsen ,pháp)","actapulgit","goi","attapulgit",2,32,102,292740,300,994434,71,203770,331,1083404,1,2014
"235",NA,"actapulgit, 3g,gói (beaufour ipsen ,pháp)","actapulgit","goi","attapulgit",2,32,331,1083404,0,0,44,132062.14,287,951341.86,2,2014
"236",NA,"actapulgit, 3g,gói (beaufour ipsen ,pháp)","actapulgit","goi","attapulgit",2,32,287,951341.86,0,0,54,178998.12,233,772343.74,3,2014
"237",NA,"actapulgit, 3g,gói (beaufour ipsen ,pháp)","actapulgit","goi","attapulgit",2,32,233,772343.74,0,0,164,543623.92,69,228719.82,4,2014
"238",NA,"actapulgit, 3g,gói (beaufour ipsen ,pháp)","actapulgit","goi","attapulgit",2,32,69,228719.82,0,0,55,182312.9,14,46406.92,5,2014
"239",NA,"actapulgit, 3g,gói (beaufour ipsen ,pháp)","actapulgit","goi","attapulgit",2,32,14,46406.92,0,0,14,46406.92,0,0,6,2014
"240","HuRT","actrapid , 100ui,lọ (novo nordisk a/s,denmark)","actrapid","lo","human_insulin_100ui",2,41,0,0,10,1559996,2,311999.2,8,1247996.8,4,2016
"241","HuRT","actrapid , 100ui,lọ (novo nordisk a/s,denmark)","actrapid","lo","human_insulin_100ui",2,41,8,1247996.8,0,0,4,623998.4,4,623998.4,5,2016
"242","HuRT","actrapid , 100ui,lọ (novo nordisk a/s,denmark)","actrapid","lo","human_insulin_100ui",2,41,4,623998.4,0,0,4,623998.4,0,0,6,2016
"243","HuRT","actrapid , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,27,4211988.2,0,0,5,779997.88,22,3431990.32,3,2015
"244","HuRT","actrapid , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,22,3431990.32,0,0,5,779997.8,17,2651992.52,4,2015
"245","HuRT","actrapid , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,17,2651992.52,0,0,4,623998.24,13,2027994.28,5,2015
"246","HuRT","actrapid , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,13,2027994.28,0,0,3,467998.68,10,1559995.6,6,2015
"247","HuRT","actrapid , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,10,1559995.6,0,0,5,779997.8,5,779997.8,7,2015
"248","HuRT","actrapid , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,5,779997.8,0,0,5,779997.8,0,0,8,2015
"249","ACTR01","Actrapid 100 IU/ml [Insulin tác dụng nhanh, ngắn (Fast-acting, Short-acting) ](Lô:),Date )'HSX:Novo Nordisk A/S' 'NSX:Đan Mạch","actrapid","lo","human_insulin_100ui",2,41,19,1918990.5,0,0,6,605997,13,1312993.5,12,2018
"250","ACTR01","Actrapid 100 IU/ml [Insulin tác dụng nhanh, ngắn (Fast-acting, Short-acting) ](Lô:HS66H01),Date 010620)'HSX:Novo Nordisk A/S' 'NSX:Đan Mạch","actrapid","lo","human_insulin_100ui",2,41,0,0,20,2019990,9,908995.5,11,1110994.5,10,2018
"251","ACTR01","Actrapid 100 IU/ml [Insulin tác dụng nhanh, ngắn (Fast-acting, Short-acting) ](Lô:HS66H01),Date 010620)'HSX:Novo Nordisk A/S' 'NSX:Đan Mạch","actrapid","lo","human_insulin_100ui",2,41,11,1110994.5,0,0,2,201999,9,908995.5,11,2018
"252","ACTR01","Actrapid 100 IU/ml [Insulin tác dụng nhanh, ngắn (Fast-acting, Short-acting) ](Lô:HS66L61),Date 010920)'HSX:Novo Nordisk A/S' 'NSX:Đan Mạch","actrapid","lo","human_insulin_100ui",2,41,0,0,10,1009995,0,0,10,1009995,11,2018
"253",NA,"actrapid hm , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,8,1247996.8,5,779998,2,311999.2,11,1715995.6,7,2014
"254",NA,"actrapid hm , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,11,1715995.6,10,1559996,8,1247996.8,13,2027994.8,8,2014
"255",NA,"actrapid hm , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,13,2027994.8,10,1559996,2,311999.2,21,3275991.6,9,2014
"256",NA,"actrapid hm , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,21,3275991.6,0,0,4,623998.4,17,2651993.2,10,2014
"257",NA,"actrapid hm , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,17,2651993.2,0,0,3,467998.8,14,2183994.4,11,2014
"258",NA,"actrapid hm , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,14,2183994.4,0,0,7,1091997.2,7,1091997.2,12,2014
"259","HuRT","actrapid hm , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,7,1091997.2,10,1559996,12,1871995.2,5,779998,1,2015
"260","HuRT","actrapid hm , 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,5,779998,25,3899989,3,467998.8,27,4211988.2,2,2015
"261",NA,"actrapid hm (insulin ) r, 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,10,2530500,0,0,2,506100,8,2024400,1,2014
"262",NA,"actrapid hm (insulin ) r, 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,8,2024400,0,0,3,759150,5,1265250,2,2014
"263",NA,"actrapid hm (insulin ) r, 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,5,1265250,0,0,3,759150,2,506100,3,2014
"264",NA,"actrapid hm (insulin ) r, 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,2,506100,0,0,2,506100,0,0,4,2014
"265",NA,"actrapid hm (insulin ) r, 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,0,0,5,779998,1,155999.6,4,623998.4,5,2014
"266",NA,"actrapid hm (insulin ) r, 100ui,lọ (novo nordisk,denmark)","actrapid","lo","human_insulin_100ui",2,41,4,623998.4,5,779998,1,155999.6,8,1247996.8,6,2014
"267","AciT4","acyclovir , 250mg,lọ (jsc ""kievmedpreparat"",spain)","Acyclovir_250","lo","acyclovir_250",2,15,0,0,50,16250000,26,8450000,24,7800000,1,2016
"268","AciT4","acyclovir , 250mg,lọ (jsc ""kievmedpreparat"",spain)","Acyclovir_250","lo","acyclovir_250",2,15,24,7800000,0,0,0,0,24,7800000,2,2016
"269","AciT4","acyclovir , 250mg,lọ (jsc ""kievmedpreparat"",ukraine)","Acyclovir_250","lo","acyclovir_250",2,15,24,7800000,0,0,0,0,24,7800000,3,2016
"270","AciT4","acyclovir , 250mg,lọ (jsc ""kievmedpreparat"",ukraine)","Acyclovir_250","lo","acyclovir_250",2,15,24,7800000,10,3200000,0,0,34,1.1e+07,4,2016
